kd_store,section,kd_section,kd_variant,plano_group_final,brand,category_a,category_b,period_flag,trans_a,trans_a_pm,trans_b,trans_b_pm,trans_ab,trans_ab_pm,qty_a,qty_b,qty_ab
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3232 - WOMEN PARFUME & EDT,3231 - WOMEN DEO,AFTER,11,3.67,30,10.00,1,0.33,11,33,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3232 - WOMEN PARFUME & EDT,3238 - MEN COLOGNE,AFTER,11,3.67,16,5.33,1,0.33,11,18,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3234 - WOMEN COLOGNE,3235 - MEN DEO ROLL ON,AFTER,5,1.67,33,11.00,1,0.33,5,33,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3235 - MEN DEO ROLL ON,3231 - WOMEN DEO,AFTER,33,11.00,30,10.00,2,0.67,33,33,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3235 - MEN DEO ROLL ON,3234 - WOMEN COLOGNE,AFTER,33,11.00,5,1.67,1,0.33,33,5,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3235 - MEN DEO ROLL ON,3238 - MEN COLOGNE,AFTER,33,11.00,16,5.33,2,0.67,33,18,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3238 - MEN COLOGNE,3232 - WOMEN PARFUME & EDT,AFTER,16,5.33,11,3.67,1,0.33,18,11,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3238 - MEN COLOGNE,3235 - MEN DEO ROLL ON,AFTER,16,5.33,33,11.00,2,0.67,18,33,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,CASABLANCA,3239 - MEN PARFUME & EDT,3231 - WOMEN DEO,AFTER,5,1.67,30,10.00,1,0.33,6,33,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMERON,3211 - SHAMPOO,3251 - BODY LOTION,AFTER,53,17.67,22,7.33,1,0.33,54,22,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMERON,3251 - BODY LOTION,3211 - SHAMPOO,AFTER,22,7.33,53,17.67,1,0.33,22,54,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMINA,3240 - SUNSCREEN,3245 - MOISTURIZER,AFTER,6,2.00,6,2.00,1,0.33,6,6,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMINA,3240 - SUNSCREEN,3249 - SERUM ESSENCE,AFTER,6,2.00,1,0.33,1,0.33,6,1,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMINA,3245 - MOISTURIZER,3240 - SUNSCREEN,AFTER,6,2.00,6,2.00,1,0.33,6,6,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMINA,3245 - MOISTURIZER,3249 - SERUM ESSENCE,AFTER,6,2.00,1,0.33,1,0.33,6,1,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMINA,3249 - SERUM ESSENCE,3240 - SUNSCREEN,AFTER,1,0.33,6,2.00,1,0.33,1,6,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,EMINA,3249 - SERUM ESSENCE,3245 - MOISTURIZER,AFTER,1,0.33,6,2.00,1,0.33,1,6,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,FACETOLOGY,3240 - SUNSCREEN,3244 - CLEANSER,AFTER,4,1.33,5,1.67,1,0.33,4,5,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,FACETOLOGY,3244 - CLEANSER,3240 - SUNSCREEN,AFTER,5,1.67,4,1.33,1,0.33,5,4,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GARNIER,3241 - FACIAL WASH SOAP,3244 - CLEANSER,AFTER,40,13.33,25,8.33,1,0.33,43,28,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GARNIER,3241 - FACIAL WASH SOAP,3249 - SERUM ESSENCE,AFTER,40,13.33,1,0.33,1,0.33,43,1,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GARNIER,3244 - CLEANSER,3241 - FACIAL WASH SOAP,AFTER,25,8.33,40,13.33,1,0.33,28,43,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GARNIER,3249 - SERUM ESSENCE,3241 - FACIAL WASH SOAP,AFTER,1,0.33,40,13.33,1,0.33,1,43,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GATSBY,3215 - HAIR STYLING,3239 - MEN PARFUME & EDT,AFTER,41,13.67,11,3.67,1,0.33,41,15,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GATSBY,3239 - MEN PARFUME & EDT,3215 - HAIR STYLING,AFTER,11,3.67,41,13.67,1,0.33,15,41,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3241 - FACIAL WASH SOAP,3244 - CLEANSER,AFTER,24,8.00,14,4.67,2,0.67,24,14,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3241 - FACIAL WASH SOAP,3249 - SERUM ESSENCE,AFTER,24,8.00,4,1.33,1,0.33,24,4,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3241 - FACIAL WASH SOAP,3252 - BODY SERUM,AFTER,24,8.00,2,0.67,1,0.33,24,2,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3244 - CLEANSER,3241 - FACIAL WASH SOAP,AFTER,14,4.67,24,8.00,2,0.67,14,24,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3244 - CLEANSER,3245 - MOISTURIZER,AFTER,14,4.67,12,4.00,1,0.33,14,14,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3245 - MOISTURIZER,3244 - CLEANSER,AFTER,12,4.00,14,4.67,1,0.33,14,14,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3245 - MOISTURIZER,3249 - SERUM ESSENCE,AFTER,12,4.00,4,1.33,1,0.33,14,4,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3246 - FACE MASK,3252 - BODY SERUM,AFTER,1,0.33,2,0.67,1,0.33,1,2,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3249 - SERUM ESSENCE,3241 - FACIAL WASH SOAP,AFTER,4,1.33,24,8.00,1,0.33,4,24,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3249 - SERUM ESSENCE,3245 - MOISTURIZER,AFTER,4,1.33,12,4.00,1,0.33,4,14,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3252 - BODY SERUM,3241 - FACIAL WASH SOAP,AFTER,2,0.67,24,8.00,1,0.33,2,24,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,GLAD2GLOW,3252 - BODY SERUM,3246 - FACE MASK,AFTER,2,0.67,1,0.33,1,0.33,2,1,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,HANASUI,3240 - SUNSCREEN,3245 - MOISTURIZER,AFTER,9,3.00,5,1.67,1,0.33,9,5,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,HANASUI,3245 - MOISTURIZER,3240 - SUNSCREEN,AFTER,5,1.67,9,3.00,1,0.33,5,9,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,KAHF,3235 - MEN DEO ROLL ON,3248 - MEN FACIAL FOAM SOAP,AFTER,13,4.33,27,9.00,1,0.33,13,31,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,KAHF,3248 - MEN FACIAL FOAM SOAP,3235 - MEN DEO ROLL ON,AFTER,27,9.00,13,4.33,1,0.33,31,13,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,KOJIE SAN,3241 - FACIAL WASH SOAP,3245 - MOISTURIZER,AFTER,36,12.00,3,1.00,1,0.33,39,3,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,KOJIE SAN,3245 - MOISTURIZER,3241 - FACIAL WASH SOAP,AFTER,3,1.00,36,12.00,1,0.33,3,39,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,LIFEBUOY,3211 - SHAMPOO,3221 - BAR SOAP,AFTER,21,7.00,101,33.67,2,0.67,22,112,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,LIFEBUOY,3221 - BAR SOAP,3211 - SHAMPOO,AFTER,101,33.67,21,7.00,2,0.67,112,22,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,LIFEBUOY,3221 - BAR SOAP,3223 - HEALTHY LIQUID SOAP,AFTER,101,33.67,112,37.33,2,0.67,112,130,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,LIFEBUOY,3223 - HEALTHY LIQUID SOAP,3221 - BAR SOAP,AFTER,112,37.33,101,33.67,2,0.67,130,112,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,LOREAL,3211 - SHAMPOO,3213 - CONDITIONER,AFTER,9,3.00,1,0.33,1,0.33,9,1,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,LOREAL,3213 - CONDITIONER,3211 - SHAMPOO,AFTER,1,0.33,9,3.00,1,0.33,1,9,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MAKARIZO,3211 - SHAMPOO,3218 - HAIR VITAMIN,AFTER,41,13.67,28,9.33,3,1.00,41,28,3
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MAKARIZO,3217 - HAIR MASK,3218 - HAIR VITAMIN,AFTER,6,2.00,28,9.33,2,0.67,7,28,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MAKARIZO,3218 - HAIR VITAMIN,3211 - SHAMPOO,AFTER,28,9.33,41,13.67,3,1.00,28,41,3
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MAKARIZO,3218 - HAIR VITAMIN,3217 - HAIR MASK,AFTER,28,9.33,6,2.00,2,0.67,28,7,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MARINA,3232 - WOMEN PARFUME & EDT,3233 - WOMEN BODY SPRAY,AFTER,6,2.00,8,2.67,1,0.33,6,10,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MARINA,3233 - WOMEN BODY SPRAY,3232 - WOMEN PARFUME & EDT,AFTER,8,2.67,6,2.00,1,0.33,10,6,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MORRIS,3232 - WOMEN PARFUME & EDT,3239 - MEN PARFUME & EDT,AFTER,20,6.67,10,3.33,1,0.33,20,10,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,MORRIS,3239 - MEN PARFUME & EDT,3232 - WOMEN PARFUME & EDT,AFTER,10,3.33,20,6.67,1,0.33,10,20,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NIVEA,3231 - WOMEN DEO,3235 - MEN DEO ROLL ON,AFTER,36,12.00,28,9.33,1,0.33,42,30,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NIVEA,3231 - WOMEN DEO,3248 - MEN FACIAL FOAM SOAP,AFTER,36,12.00,8,2.67,1,0.33,42,8,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NIVEA,3235 - MEN DEO ROLL ON,3231 - WOMEN DEO,AFTER,28,9.33,36,12.00,1,0.33,30,42,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NIVEA,3248 - MEN FACIAL FOAM SOAP,3231 - WOMEN DEO,AFTER,8,2.67,36,12.00,1,0.33,8,42,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NIVEA,3251 - BODY LOTION,3252 - BODY SERUM,AFTER,4,1.33,13,4.33,1,0.33,4,15,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NIVEA,3252 - BODY SERUM,3251 - BODY LOTION,AFTER,13,4.33,4,1.33,1,0.33,15,4,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NUVO,3221 - BAR SOAP,3223 - HEALTHY LIQUID SOAP,AFTER,62,20.67,194,64.67,2,0.67,69,250,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,NUVO,3223 - HEALTHY LIQUID SOAP,3221 - BAR SOAP,AFTER,194,64.67,62,20.67,2,0.67,250,69,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,PANTENE,3211 - SHAMPOO,3213 - CONDITIONER,AFTER,94,31.33,36,12.00,7,2.33,105,38,7
O682,PERSONAL CARE,KB,KBG,AFTER_V1,PANTENE,3213 - CONDITIONER,3211 - SHAMPOO,AFTER,36,12.00,94,31.33,7,2.33,38,105,7
O682,PERSONAL CARE,KB,KBG,AFTER_V1,POND'S,3241 - FACIAL WASH SOAP,3245 - MOISTURIZER,AFTER,37,12.33,9,3.00,4,1.33,44,11,6
O682,PERSONAL CARE,KB,KBG,AFTER_V1,POND'S,3245 - MOISTURIZER,3241 - FACIAL WASH SOAP,AFTER,9,3.00,37,12.33,4,1.33,11,44,4
O682,PERSONAL CARE,KB,KBG,AFTER_V1,POSH,3231 - WOMEN DEO,3235 - MEN DEO ROLL ON,AFTER,89,29.67,27,9.00,3,1.00,105,30,4
O682,PERSONAL CARE,KB,KBG,AFTER_V1,POSH,3235 - MEN DEO ROLL ON,3231 - WOMEN DEO,AFTER,27,9.00,89,29.67,3,1.00,30,105,3
O682,PERSONAL CARE,KB,KBG,AFTER_V1,POSH,3235 - MEN DEO ROLL ON,3237 - MEN BODY SPRAY,AFTER,27,9.00,12,4.00,3,1.00,30,12,3
O682,PERSONAL CARE,KB,KBG,AFTER_V1,POSH,3237 - MEN BODY SPRAY,3235 - MEN DEO ROLL ON,AFTER,12,4.00,27,9.00,3,1.00,12,30,3
O682,PERSONAL CARE,KB,KBG,AFTER_V1,PURBASARI,3252 - BODY SERUM,3253 - BODY SCRUB,AFTER,11,3.67,15,5.00,1,0.33,11,15,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,PURBASARI,3253 - BODY SCRUB,3252 - BODY SERUM,AFTER,15,5.00,11,3.67,1,0.33,15,11,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,REJOICE,3211 - SHAMPOO,3213 - CONDITIONER,AFTER,24,8.00,13,4.33,1,0.33,27,14,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,REJOICE,3213 - CONDITIONER,3211 - SHAMPOO,AFTER,13,4.33,24,8.00,1,0.33,14,27,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,REXONA,3231 - WOMEN DEO,3235 - MEN DEO ROLL ON,AFTER,85,28.33,27,9.00,1,0.33,94,29,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,REXONA,3235 - MEN DEO ROLL ON,3231 - WOMEN DEO,AFTER,27,9.00,85,28.33,1,0.33,29,94,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SCARLETT,3232 - WOMEN PARFUME & EDT,3252 - BODY SERUM,AFTER,17,5.67,6,2.00,1,0.33,17,9,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SCARLETT,3252 - BODY SERUM,3232 - WOMEN PARFUME & EDT,AFTER,6,2.00,17,5.67,1,0.33,9,17,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SCORA,3241 - FACIAL WASH SOAP,3245 - MOISTURIZER,AFTER,12,4.00,6,2.00,1,0.33,12,6,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SCORA,3245 - MOISTURIZER,3241 - FACIAL WASH SOAP,AFTER,6,2.00,12,4.00,1,0.33,6,12,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SHINZU'I,3222 - BEAUTY LIQUID SOAP,3241 - FACIAL WASH SOAP,AFTER,48,16.00,20,6.67,1,0.33,63,21,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SHINZU'I,3222 - BEAUTY LIQUID SOAP,3253 - BODY SCRUB,AFTER,48,16.00,13,4.33,2,0.67,63,13,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SHINZU'I,3241 - FACIAL WASH SOAP,3222 - BEAUTY LIQUID SOAP,AFTER,20,6.67,48,16.00,1,0.33,21,63,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SHINZU'I,3241 - FACIAL WASH SOAP,3245 - MOISTURIZER,AFTER,20,6.67,1,0.33,1,0.33,21,1,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SHINZU'I,3245 - MOISTURIZER,3241 - FACIAL WASH SOAP,AFTER,1,0.33,20,6.67,1,0.33,1,21,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SHINZU'I,3253 - BODY SCRUB,3222 - BEAUTY LIQUID SOAP,AFTER,13,4.33,48,16.00,2,0.67,13,63,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SUNSILK,3211 - SHAMPOO,3213 - CONDITIONER,AFTER,72,24.00,7,2.33,6,2.00,84,7,9
O682,PERSONAL CARE,KB,KBG,AFTER_V1,SUNSILK,3213 - CONDITIONER,3211 - SHAMPOO,AFTER,7,2.33,72,24.00,6,2.00,7,84,6
O682,PERSONAL CARE,KB,KBG,AFTER_V1,TRESEMME,3211 - SHAMPOO,3213 - CONDITIONER,AFTER,7,2.33,2,0.67,1,0.33,7,2,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,TRESEMME,3213 - CONDITIONER,3211 - SHAMPOO,AFTER,2,0.67,7,2.33,1,0.33,2,7,1
O682,PERSONAL CARE,KB,KBG,AFTER_V1,VASELINE,3251 - BODY LOTION,3252 - BODY SERUM,AFTER,44,14.67,46,15.33,3,1.00,47,48,3
O682,PERSONAL CARE,KB,KBG,AFTER_V1,VASELINE,3252 - BODY SERUM,3251 - BODY LOTION,AFTER,46,15.33,44,14.67,3,1.00,48,47,3
O682,PERSONAL CARE,KB,KBG,AFTER_V1,VIVA,3242 - FACIAL CLEANSER MILK,3243 - FACIAL CLEANSER TONIC,AFTER,12,4.00,22,7.33,4,1.33,12,23,4
O682,PERSONAL CARE,KB,KBG,AFTER_V1,VIVA,3243 - FACIAL CLEANSER TONIC,3242 - FACIAL CLEANSER MILK,AFTER,22,7.33,12,4.00,4,1.33,23,12,4
O682,PERSONAL CARE,KB,KBG,AFTER_V1,WARDAH,3240 - SUNSCREEN,3241 - FACIAL WASH SOAP,AFTER,19,6.33,20,6.67,1,0.33,24,22,2
O682,PERSONAL CARE,KB,KBG,AFTER_V1,WARDAH,3241 - FACIAL WASH SOAP,3240 - SUNSCREEN,AFTER,20,6.67,19,6.33,1,0.33,22,24,3
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,ALFAMART,3223 - HEALTHY LIQUID SOAP,3282 - DISPOSABLE RAZOR,BEFORE,32,16.00,14,7.00,1,0.50,45,14,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,ALFAMART,3282 - DISPOSABLE RAZOR,3223 - HEALTHY LIQUID SOAP,BEFORE,14,7.00,32,16.00,1,0.50,14,45,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,ALFAMART,3282 - DISPOSABLE RAZOR,4271 - BATHROOM ACCESSORIES,BEFORE,14,7.00,7,3.50,1,0.50,14,8,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,ALFAMART,4271 - BATHROOM ACCESSORIES,3282 - DISPOSABLE RAZOR,BEFORE,7,3.50,14,7.00,1,0.50,8,14,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,BIORE,3222 - BEAUTY LIQUID SOAP,3248 - MEN FACIAL FOAM SOAP,BEFORE,33,16.50,24,12.00,2,1.00,43,24,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,BIORE,3223 - HEALTHY LIQUID SOAP,3248 - MEN FACIAL FOAM SOAP,BEFORE,23,11.50,24,12.00,1,0.50,27,24,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,BIORE,3248 - MEN FACIAL FOAM SOAP,3222 - BEAUTY LIQUID SOAP,BEFORE,24,12.00,33,16.50,2,1.00,24,43,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,BIORE,3248 - MEN FACIAL FOAM SOAP,3223 - HEALTHY LIQUID SOAP,BEFORE,24,12.00,23,11.50,1,0.50,24,27,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,DERMIES,3243 - FACIAL CLEANSER TONIC,3245 - MOISTURIZER,BEFORE,2,1.00,2,1.00,2,1.00,2,2,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,DERMIES,3245 - MOISTURIZER,3243 - FACIAL CLEANSER TONIC,BEFORE,2,1.00,2,1.00,2,1.00,2,2,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,EMERON,3211 - SHAMPOO,3251 - BODY LOTION,BEFORE,40,20.00,25,12.50,1,0.50,50,31,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,EMERON,3218 - HAIR VITAMIN,3251 - BODY LOTION,BEFORE,5,2.50,25,12.50,1,0.50,5,31,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,EMERON,3251 - BODY LOTION,3211 - SHAMPOO,BEFORE,25,12.50,40,20.00,1,0.50,31,50,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,EMERON,3251 - BODY LOTION,3218 - HAIR VITAMIN,BEFORE,25,12.50,5,2.50,1,0.50,31,5,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,EMINA,3240 - SUNSCREEN,3241 - FACIAL WASH SOAP,BEFORE,5,2.50,10,5.00,1,0.50,5,10,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,EMINA,3241 - FACIAL WASH SOAP,3240 - SUNSCREEN,BEFORE,10,5.00,5,2.50,1,0.50,10,5,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GARNIER,3216 - HAIR COLOUR,3241 - FACIAL WASH SOAP,BEFORE,20,10.00,15,7.50,1,0.50,27,15,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GARNIER,3240 - SUNSCREEN,3245 - MOISTURIZER,BEFORE,1,0.50,1,0.50,1,0.50,1,1,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GARNIER,3241 - FACIAL WASH SOAP,3216 - HAIR COLOUR,BEFORE,15,7.50,20,10.00,1,0.50,15,27,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GARNIER,3245 - MOISTURIZER,3240 - SUNSCREEN,BEFORE,1,0.50,1,0.50,1,0.50,1,1,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GILLETTE,3281 - RAZOR,3284 - SHAVING CARE,BEFORE,2,1.00,1,0.50,1,0.50,2,1,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GILLETTE,3284 - SHAVING CARE,3281 - RAZOR,BEFORE,1,0.50,2,1.00,1,0.50,1,2,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GLAD2GLOW,3241 - FACIAL WASH SOAP,3244 - CLEANSER,BEFORE,14,7.00,9,4.50,1,0.50,14,9,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GLAD2GLOW,3241 - FACIAL WASH SOAP,3245 - MOISTURIZER,BEFORE,14,7.00,11,5.50,1,0.50,14,11,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GLAD2GLOW,3244 - CLEANSER,3241 - FACIAL WASH SOAP,BEFORE,9,4.50,14,7.00,1,0.50,9,14,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,GLAD2GLOW,3245 - MOISTURIZER,3241 - FACIAL WASH SOAP,BEFORE,11,5.50,14,7.00,1,0.50,11,14,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,HANASUI,3240 - SUNSCREEN,3245 - MOISTURIZER,BEFORE,6,3.00,6,3.00,2,1.00,6,6,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,HANASUI,3240 - SUNSCREEN,3249 - SERUM ESSENCE,BEFORE,6,3.00,7,3.50,1,0.50,6,7,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,HANASUI,3245 - MOISTURIZER,3240 - SUNSCREEN,BEFORE,6,3.00,6,3.00,2,1.00,6,6,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,HANASUI,3245 - MOISTURIZER,3249 - SERUM ESSENCE,BEFORE,6,3.00,7,3.50,1,0.50,6,7,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,HANASUI,3249 - SERUM ESSENCE,3240 - SUNSCREEN,BEFORE,7,3.50,6,3.00,1,0.50,7,6,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,HANASUI,3249 - SERUM ESSENCE,3245 - MOISTURIZER,BEFORE,7,3.50,6,3.00,1,0.50,7,6,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,KAHF,3235 - MEN DEO ROLL ON,3248 - MEN FACIAL FOAM SOAP,BEFORE,6,3.00,21,10.50,1,0.50,7,23,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,KAHF,3248 - MEN FACIAL FOAM SOAP,3235 - MEN DEO ROLL ON,BEFORE,21,10.50,6,3.00,1,0.50,23,7,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,KOJIE SAN,3241 - FACIAL WASH SOAP,3245 - MOISTURIZER,BEFORE,41,20.50,1,0.50,1,0.50,46,1,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,KOJIE SAN,3245 - MOISTURIZER,3241 - FACIAL WASH SOAP,BEFORE,1,0.50,41,20.50,1,0.50,1,46,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,LIFEBUOY,3211 - SHAMPOO,3221 - BAR SOAP,BEFORE,24,12.00,81,40.50,2,1.00,26,103,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,LIFEBUOY,3211 - SHAMPOO,3223 - HEALTHY LIQUID SOAP,BEFORE,24,12.00,92,46.00,1,0.50,26,111,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,LIFEBUOY,3221 - BAR SOAP,3211 - SHAMPOO,BEFORE,81,40.50,24,12.00,2,1.00,103,26,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,LIFEBUOY,3221 - BAR SOAP,3223 - HEALTHY LIQUID SOAP,BEFORE,81,40.50,92,46.00,1,0.50,103,111,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,LIFEBUOY,3223 - HEALTHY LIQUID SOAP,3211 - SHAMPOO,BEFORE,92,46.00,24,12.00,1,0.50,111,26,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,LIFEBUOY,3223 - HEALTHY LIQUID SOAP,3221 - BAR SOAP,BEFORE,92,46.00,81,40.50,1,0.50,111,103,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,MAKARIZO,3211 - SHAMPOO,3217 - HAIR MASK,BEFORE,14,7.00,16,8.00,1,0.50,14,19,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,MAKARIZO,3211 - SHAMPOO,3218 - HAIR VITAMIN,BEFORE,14,7.00,14,7.00,1,0.50,14,15,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,MAKARIZO,3216 - HAIR COLOUR,3218 - HAIR VITAMIN,BEFORE,3,1.50,14,7.00,1,0.50,3,15,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,MAKARIZO,3217 - HAIR MASK,3211 - SHAMPOO,BEFORE,16,8.00,14,7.00,1,0.50,19,14,1
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,MAKARIZO,3217 - HAIR MASK,3218 - HAIR VITAMIN,BEFORE,16,8.00,14,7.00,1,0.50,19,15,2
O682,PERSONAL CARE,KB,KBG,BEFORE_V1,MAKARIZO,3218 - HAIR VITAMIN,3211 - SHAMPOO,BEFORE,14,7.00,14,7.00,1,0.50,15,14,1
