BUYER_ID,SECTION,BRAND,CATEGORY_BEFORE,CATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990020248217600,BCTB (FLOOR),TELUR,6112 - BULKY EGG,6112 - BULKY EGG,NO_SWITCH,PROMO
MEM_9990020248217600,BREAD CORNER (BC),CERES,1313 - CHOCO RICE,1313 - CHOCO RICE,NO_SWITCH,NON PROMO
MEM_9990020248217600,BREAD CORNER (BC),MY ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990020248217600,CHILLER,CIMORY,6212 - YOGHURT,2023 - TETRAPACK LIQUID MILK,SWITCH,PROMO
MEM_9990020248217600,CHILLER,CIMORY,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,NON PROMO
MEM_9990020248217600,CHILLER,PRIMA,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990020248217600,CHILLER,PUCUK HARUM,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,PROMO
MEM_9990020248217600,CHILLER,ULTRA,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,NON PROMO
MEM_9990020248217600,CHILLER,ULTRA,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,PROMO
MEM_9990020248217600,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,1154 - RTD TEA,SWITCH,NON PROMO
MEM_9990020248217600,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,1154 - RTD TEA,SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,CLING,3512 - GLASS CLEANER,3512 - GLASS CLEANER,NO_SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,DAIA,3711 - POWDER DETERGENT,3711 - POWDER DETERGENT,NO_SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,EKONOMI,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,MOLTO,3724 - IRONING,3724 - IRONING,NO_SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,RAPIKA,3724 - IRONING,3724 - IRONING,NO_SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,SCOTCH BRITE,4251 - CLEANING EQUIPMENT,4251 - CLEANING EQUIPMENT,NO_SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,SOS,3511 - FLOOR CLEANER,3511 - FLOOR CLEANER,NO_SWITCH,PROMO
MEM_9990020248217600,HOUSE HOLD,SUPER PELL,3511 - FLOOR CLEANER,3511 - FLOOR CLEANER,NO_SWITCH,PROMO
MEM_9990020248217600,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,PROMO
MEM_9990020248217600,MEDICINE & BABY CARE,ALFAMART,3333 - BABY COTTON,3333 - BABY COTTON,NO_SWITCH,NON PROMO
MEM_9990020248217600,MEJA KASIR,SILVER QUEEN,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,PROMO
MEM_9990020248217600,MEJA KASIR,YUPI,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,NON PROMO
MEM_9990020248217600,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990020248217600,PERSONAL CARE,ALFAMART,3331 - BEAUTY COTTON,3225 - HAND SOAP,SWITCH,PROMO
MEM_9990020248217600,PERSONAL CARE,DERMA ANGEL,3247 - ANTI ACNE,3247 - ANTI ACNE,NO_SWITCH,PROMO
MEM_9990020248217600,PERSONAL CARE,GARNIER,3216 - HAIR COLOUR,3216 - HAIR COLOUR,NO_SWITCH,NON PROMO
MEM_9990020248217600,PERSONAL CARE,GLAD2GLOW,3244 - CLEANSER,3245 - MOISTURIZER,SWITCH,PROMO
MEM_9990020248217600,PERSONAL CARE,GLAD2GLOW,3245 - MOISTURIZER,3245 - MOISTURIZER,NO_SWITCH,PROMO
MEM_9990020248217600,PERSONAL CARE,NYU,3216 - HAIR COLOUR,3216 - HAIR COLOUR,NO_SWITCH,PROMO
MEM_9990020248217600,PERSONAL CARE,SCORA,3241 - FACIAL WASH SOAP,3241 - FACIAL WASH SOAP,NO_SWITCH,NON PROMO
MEM_9990020248217600,SANITARY ADULT,HERS,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990020248217600,SNACK,JAPOTA,2212 - POTATOES,2212 - POTATOES,NO_SWITCH,PROMO
MEM_9990020248217600,STAPLE NEED,ABC,1812 - CANNED SEAFOOD,1724 - LIQUID SAUCE & VINEGAR,SWITCH,NON PROMO
MEM_9990020248217600,STAPLE NEED,BANGO,1723 - SOY SAUCE,1723 - SOY SAUCE,NO_SWITCH,NON PROMO
MEM_9990020248217600,STAPLE NEED,SASA,1625 - COCONUT MILK,1715 - MEAL MAKER,SWITCH,PROMO
MEM_9990020248217600,TOOTH CARE,CIPTADENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990020248234934,BCTB (FLOOR),ALFAMART,6111 - PACK EGG (NEGERI),6111 - PACK EGG (NEGERI),NO_SWITCH,PROMO
MEM_9990020248255273,BREAD CORNER (BC),CERES,1312 - CHOCOLATE SPREAD,1313 - CHOCO RICE,SWITCH,NON PROMO
MEM_9990020248255273,BREAD CORNER (BC),CERES,1313 - CHOCO RICE,1313 - CHOCO RICE,NO_SWITCH,NON PROMO
MEM_9990020248255273,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020248255273,CHILLER,NU,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,NON PROMO
MEM_9990020248255273,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020248712127,PERSONAL CARE,PINKBERRY,3232 - WOMEN PARFUME & EDT,3232 - WOMEN PARFUME & EDT,NO_SWITCH,PROMO
MEM_9990020248712127,SANITARY ADULT,OTO,3324 - ADULT DIAPERS,3324 - ADULT DIAPERS,NO_SWITCH,PROMO
MEM_9990020248712127,STAPLE NEED,GARUDA,1531 - SEED & BEAN,1531 - SEED & BEAN,NO_SWITCH,NON PROMO
MEM_9990020249350571,MEJA KASIR,HAPPYDENT,2341 - POCKET CHEWING GUM,2341 - POCKET CHEWING GUM,NO_SWITCH,NON PROMO
MEM_9990020249350571,MEJA KASIR,HAPPYDENT,2342 - BOTTLE CHEWING GUM,2341 - POCKET CHEWING GUM,SWITCH,NON PROMO
MEM_9990020249370367,MILK & DIAPERS,ANLENE,2013 - HI-CALCIUM MILK,2013 - HI-CALCIUM MILK,NO_SWITCH,PROMO
MEM_9990020249370367,PERSONAL CARE,EMERON,3218 - HAIR VITAMIN,3218 - HAIR VITAMIN,NO_SWITCH,PROMO
MEM_9990020249370367,PERSONAL CARE,FRES & NATURAL,3234 - WOMEN COLOGNE,3234 - WOMEN COLOGNE,NO_SWITCH,PROMO
MEM_9990020249370367,PERSONAL CARE,SHINZU'I,3221 - BAR SOAP,3221 - BAR SOAP,NO_SWITCH,NON PROMO
MEM_9990020249370367,STAPLE NEED,ABC,1721 - CHILLI,1721 - CHILLI,NO_SWITCH,PROMO
MEM_9990020249370367,STAPLE NEED,SEDAAP,1723 - SOY SAUCE,1723 - SOY SAUCE,NO_SWITCH,PROMO
MEM_9990020249370367,STAPLE NEED,WOW,1915 - PASTA,1915 - PASTA,NO_SWITCH,PROMO
MEM_9990020249407043,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020249407043,HOUSE HOLD,HIT,3611 - AEROSOL INSECTICIDES,3611 - AEROSOL INSECTICIDES,NO_SWITCH,PROMO
MEM_9990020249407043,HOUSE HOLD,KISPRAY,3724 - IRONING,3724 - IRONING,NO_SWITCH,NON PROMO
MEM_9990020249407043,HOUSE HOLD,MOLTO,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990020249407043,MEDICINE & BABY CARE,SALONPAS,3121 - PLESTER,3121 - PLESTER,NO_SWITCH,NON PROMO
MEM_9990020249407043,PERSONAL CARE,SELECTION,3331 - BEAUTY COTTON,3331 - BEAUTY COTTON,NO_SWITCH,NON PROMO
MEM_9990020249407043,SANITARY ADULT,SOFTEX,3322 - SANITARY NAPKINS NON WINGS,3322 - SANITARY NAPKINS NON WINGS,NO_SWITCH,PROMO
MEM_9990020250334860,BISC & CONFECTIONARY,FRUITIVIT,2301 - JELLY & PUDDING,2301 - JELLY & PUDDING,NO_SWITCH,NON PROMO
MEM_9990020250334860,CHILLER,CIMORY,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,PROMO
MEM_9990020250334860,CHILLER,CIMORY,6212 - YOGHURT,6218 - PUDDING,SWITCH,PROMO
MEM_9990020250334860,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,PROMO
MEM_9990020250334860,SNACK,CHITATO LITE,2212 - POTATOES,2212 - POTATOES,NO_SWITCH,PROMO
MEM_9990020252133959,BREAKFAST,TROPICANA,1412 - DIETATIC SUGAR,1412 - DIETATIC SUGAR,NO_SWITCH,NON PROMO
MEM_9990020252133959,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990020252223488,BREAKFAST,TOP,1221 - INSTANT COFFEE MIX,1221 - INSTANT COFFEE MIX,NO_SWITCH,PROMO
MEM_9990020252619512,HOUSE HOLD,SOKLIN,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990020252619512,PERSONAL CARE,EMERON,3211 - SHAMPOO,3211 - SHAMPOO,NO_SWITCH,PROMO
MEM_9990020252619512,PERSONAL CARE,GIV,3221 - BAR SOAP,3221 - BAR SOAP,NO_SWITCH,PROMO
MEM_9990020252619512,STAPLE NEED,TROPICAL,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990020252992194,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020252992194,HOUSE HOLD,HIT,3611 - AEROSOL INSECTICIDES,3611 - AEROSOL INSECTICIDES,NO_SWITCH,PROMO
MEM_9990020252992194,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020252992194,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990020252992194,PERSONAL CARE,NUVO,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990020252992194,PERSONAL CARE,SELECTION,3331 - BEAUTY COTTON,3331 - BEAUTY COTTON,NO_SWITCH,NON PROMO
MEM_9990020252992194,STAPLE NEED,WOW,1915 - PASTA,1915 - PASTA,NO_SWITCH,PROMO
MEM_9990020252992194,TOOTH CARE,SASHA,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,NON PROMO
MEM_9990020252992436,BISC & CONFECTIONARY,RICHEESE,2227 - WAFER BISCUIT,2227 - WAFER BISCUIT,NO_SWITCH,NON PROMO
MEM_9990020252992436,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020252992436,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990020252993093,BREAD CORNER (BC),PROCHIZ,1314 - CHEESE,1314 - CHEESE,NO_SWITCH,NON PROMO
MEM_9990020252998870,BACKWALL,FORTE,2414 - SPM (SIGARET PUTIH MESIN),2414 - SPM (SIGARET PUTIH MESIN),NO_SWITCH,NON PROMO
MEM_9990020253173333,SNACK,GURIBEE,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,PROMO
MEM_9990020253213728,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020253213728,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990020253213728,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990020253233752,CHILLER,CIMORY,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,NON PROMO
MEM_9990020253233752,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990020253233752,MEDICINE & BABY CARE,ALFAMART,3334 - REGULER COTTON BUD,3334 - REGULER COTTON BUD,NO_SWITCH,NON PROMO
MEM_9990020253233752,PERSONAL CARE,VASELINE,3251 - BODY LOTION,3252 - BODY SERUM,SWITCH,PROMO
MEM_9990020253380912,BISC & CONFECTIONARY,OREO,2226 - SANDWICH BISCUIT,2226 - SANDWICH BISCUIT,NO_SWITCH,NON PROMO
MEM_9990020253380912,CHILLER,BEAR BRAND,2024 - BOTTLE - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,NO_SWITCH,PROMO
MEM_9990020253380912,CHILLER,KAKI TIGA,1115 - REMEDIES DRINK,1115 - REMEDIES DRINK,NO_SWITCH,PROMO
MEM_9990020253380912,CHILLER,ULTRA,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,NON PROMO
MEM_9990020253380912,CHILLER,ULTRA,1154 - RTD TEA,2023 - TETRAPACK LIQUID MILK,SWITCH,NON PROMO
MEM_9990020253380912,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020253380912,HOUSE HOLD,SUPER SOL,3511 - FLOOR CLEANER,3511 - FLOOR CLEANER,NO_SWITCH,PROMO
MEM_9990020253380912,MEDICINE & BABY CARE,KODOMO,3313 - WET TISSUE,3313 - WET TISSUE,NO_SWITCH,PROMO
MEM_9990020253380912,MEJA KASIR,ALFAMART,4633 - LEISURE BAG,4633 - LEISURE BAG,NO_SWITCH,NON PROMO
MEM_9990020254775800,PERSONAL CARE,JF SULFUR,3221 - BAR SOAP,3221 - BAR SOAP,NO_SWITCH,NON PROMO
MEM_9990020254775800,STAPLE NEED,SUNCO,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990020254775800,STAPLE NEED,TROPICAL,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990020254775800,TOOTH CARE,CIPTADENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,NON PROMO
MEM_9990020254776120,BREAD CORNER (BC),PAROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990020254776120,BREAD CORNER (BC),PAROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020254865676,BISC & CONFECTIONARY,KOKOLA,2222 - COOKIES BISCUIT,2222 - COOKIES BISCUIT,NO_SWITCH,PROMO
MEM_9990020254865676,BISC & CONFECTIONARY,TANGO,2227 - WAFER BISCUIT,2227 - WAFER BISCUIT,NO_SWITCH,PROMO
MEM_9990020254865676,BREAD CORNER (BC),MY ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990020254865676,BREAKFAST,TOP,1221 - INSTANT COFFEE MIX,1222 - COFFEE MIX,SWITCH,NON PROMO
MEM_9990020254865676,CHILLER,CIMORY,6212 - YOGHURT,2023 - TETRAPACK LIQUID MILK,SWITCH,PROMO
MEM_9990020254865676,CHILLER,DIAMOND,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990020254865676,CHILLER,FRISIAN FLAG,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990020254865676,CHILLER,INDOMILK,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990020254865676,CHILLER,REAL GOOD,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990020254865676,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990020254865676,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990020254865676,MEJA KASIR,ALFAMART,4633 - LEISURE BAG,4633 - LEISURE BAG,NO_SWITCH,NON PROMO
MEM_9990020254865676,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990020254865676,STAPLE NEED,RACIK,1716 - FLOUR SEASONING,1715 - MEAL MAKER,SWITCH,NON PROMO
MEM_9990020254865676,STAPLE NEED,WOW,1915 - PASTA,1915 - PASTA,NO_SWITCH,PROMO
MEM_9990020254865676,TOOTH CARE,PEPSODENT,3275 - TOOTH CARE PACK,3272 - TOOTH PASTE,SWITCH,PROMO
MEM_9990020255347049,HOUSE HOLD,EKONOMI,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020255347049,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990020255347049,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3723 - DILUTE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990020255347049,MEDICINE & BABY CARE,ALFAMART,3333 - BABY COTTON,3333 - BABY COTTON,NO_SWITCH,NON PROMO
MEM_9990020255347049,MEDICINE & BABY CARE,CAP LANG,3133 - CAJUPUTI OIL,3133 - CAJUPUTI OIL,NO_SWITCH,NON PROMO
MEM_9990020255347049,PERSONAL CARE,ALFAMART,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990020255347049,PERSONAL CARE,ALFAMART,3223 - HEALTHY LIQUID SOAP,3331 - BEAUTY COTTON,SWITCH,PROMO
MEM_9990020255347049,PERSONAL CARE,NUVO,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990020255347049,PERSONAL CARE,SHINZU'I,3221 - BAR SOAP,3221 - BAR SOAP,NO_SWITCH,NON PROMO
MEM_9990020255347049,PERSONAL CARE,VIVA,3242 - FACIAL CLEANSER MILK,3264 - EYE,SWITCH,NON PROMO
MEM_9990020255347049,STAPLE NEED,ALFAMART,1531 - SEED & BEAN,1713 - SPICES,SWITCH,PROMO
MEM_9990020255347049,STAPLE NEED,SANIA,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990020255347049,TOOTH CARE,PEPSODENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,NON PROMO
MEM_9990020256525373,BREAD CORNER (BC),PAROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990020257000111,MISC & STATIONARY,ECOLINK,4121 - BULBS,4121 - BULBS,NO_SWITCH,NON PROMO
MEM_9990020257393433,STAPLE NEED,PSM,1512 - SUGAR,1512 - SUGAR,NO_SWITCH,NON PROMO
MEM_9990020257760160,BREAD CORNER (BC),PAROTI,6611 - BREAD,6612 - CAKE,SWITCH,NON PROMO
MEM_9990020258048985,BREAD CORNER (BC),SARI KUE,6612 - CAKE,6612 - CAKE,NO_SWITCH,NON PROMO
MEM_9990020258048985,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020258048985,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990020260565484,BISC & CONFECTIONARY,PAROTI,2222 - COOKIES BISCUIT,2223 - CRACKER BISCUIT,SWITCH,PROMO
MEM_9990020260565484,BISC & CONFECTIONARY,PAROTI,2223 - CRACKER BISCUIT,2223 - CRACKER BISCUIT,NO_SWITCH,PROMO
MEM_9990020260565484,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020260565484,CHILLER,TEH GELAS,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,PROMO
MEM_9990020260565484,SNACK,GARUDA,2213 - EXTRUDED & PELLET,2211 - PEANUTS,SWITCH,PROMO
MEM_9990020260565484,SNACK,JACK'N JILL,2212 - POTATOES,2212 - POTATOES,NO_SWITCH,PROMO
MEM_9990020260844480,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020260844480,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990020260986237,CHILLER,CIMORY,6212 - YOGHURT,6218 - PUDDING,SWITCH,PROMO
MEM_9990020260986237,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020260986237,HOUSE HOLD,SCOTCH BRITE,4251 - CLEANING EQUIPMENT,4251 - CLEANING EQUIPMENT,NO_SWITCH,PROMO
MEM_9990020260986237,MEJA KASIR,FISHERMAN'S,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,NON PROMO
MEM_9990020260986237,NOODLE,BIHUNKU,1913 - INSTANT RICE NOODLE,1913 - INSTANT RICE NOODLE,NO_SWITCH,PROMO
MEM_9990020260986237,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990020260986237,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990020260986237,PERSONAL CARE,NUVO,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990020260986237,SANITARY ADULT,LAURIER,3325 - SANITARY NAPKINS NIGHT,3321 - SANITARY NAPKINS WINGS,SWITCH,PROMO
MEM_9990020260986237,SANITARY ADULT,LAURIER,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,FORVITA,1523 - MARGARINE & BUTTER,1523 - MARGARINE & BUTTER,NO_SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,INDOFOOD,1721 - CHILLI,1721 - CHILLI,NO_SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,INDOFOOD,1721 - CHILLI,1723 - SOY SAUCE,SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,NUTRIJELL,1611 - POWDER JELLY,1611 - POWDER JELLY,NO_SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,SANIA,1513 - FLOUR,1513 - FLOUR,NO_SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,SANIA,1513 - FLOUR,1521 - PALM COOKING OIL,SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,SASA,1716 - FLOUR SEASONING,1716 - FLOUR SEASONING,NO_SWITCH,PROMO
MEM_9990020260986237,STAPLE NEED,SOVIA,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990020262202816,MEDICINE & BABY CARE,MAMY POKO,3313 - WET TISSUE,3313 - WET TISSUE,NO_SWITCH,PROMO
MEM_9990020263231621,BREAKFAST,PIKOPI,1221 - INSTANT COFFEE MIX,1221 - INSTANT COFFEE MIX,NO_SWITCH,PROMO
MEM_9990020263231621,CHILLER,FANTA,1112 - CARBONATED DRINK,1112 - CARBONATED DRINK,NO_SWITCH,PROMO
MEM_9990020263231621,CHILLER,JAVANA,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,PROMO
MEM_9990020263231621,HOUSE HOLD,MOLTO,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990020263231621,HOUSE HOLD,MOLTO,3724 - IRONING,3723 - DILUTE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990020263231621,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990020263502389,HOUSE HOLD,WIPOL,3511 - FLOOR CLEANER,3511 - FLOOR CLEANER,NO_SWITCH,PROMO
MEM_9990020264524577,HOUSE HOLD,EKONOMI,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020264524577,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990020264525476,MEDICINE & BABY CARE,SIDOMUNCUL,3131 - TRADITIONAL & CHINESE,3131 - TRADITIONAL & CHINESE,NO_SWITCH,PROMO
MEM_9990020264530067,PERSONAL CARE,HARMONY,3221 - BAR SOAP,3221 - BAR SOAP,NO_SWITCH,PROMO
MEM_9990020265835200,PERSONAL CARE,BIORE,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990020266243119,PERSONAL CARE,NYU,3216 - HAIR COLOUR,3216 - HAIR COLOUR,NO_SWITCH,PROMO
MEM_9990020266795160,BISC & CONFECTIONARY,OVALTINE,2226 - SANDWICH BISCUIT,2227 - WAFER BISCUIT,SWITCH,NON PROMO
MEM_9990020266795160,BISC & CONFECTIONARY,OVALTINE,2227 - WAFER BISCUIT,2227 - WAFER BISCUIT,NO_SWITCH,NON PROMO
MEM_9990020266795160,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990020266795160,SNACK,HAPPY TOS,2217 - CORN,2217 - CORN,NO_SWITCH,NON PROMO
MEM_9990020266797542,HOUSE HOLD,EKONOMI,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990020266797542,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3711 - POWDER DETERGENT,SWITCH,NON PROMO
MEM_9990020266797542,MEDICINE & BABY CARE,CUSSONS,3416 - BABY LIQUID SOAP,3416 - BABY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990020266797542,MEDICINE & BABY CARE,KODOMO,3416 - BABY LIQUID SOAP,3416 - BABY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990020266797542,MEDICINE & BABY CARE,KODOMO,3416 - BABY LIQUID SOAP,3425 - TOOTH BRUSH KIDS,SWITCH,NON PROMO
MEM_9990020266797542,MEDICINE & BABY CARE,KODOMO,3425 - TOOTH BRUSH KIDS,3416 - BABY LIQUID SOAP,SWITCH,PROMO
MEM_9990020266797542,MEDICINE & BABY CARE,KODOMO,3425 - TOOTH BRUSH KIDS,3425 - TOOTH BRUSH KIDS,NO_SWITCH,NON PROMO
